RptDt,GEOID,GEOName,POS_CUM_CP,POS_NEW_CP,POS_7DAYAVG_CP,DTH_CUM_CP,DTH_NEW_CP,DTH_7DAYAVG_CP,DTH_OVER_30DAYS_CP,DTH_CP_Daily,TESTS_POS_CONF,TESTS_POS_CONF_NEW,TESTS_POS_CONF_7DAYAVG,PercentNAATPos,NEG_7DAYAVG,TESTS_CUM,TESTS_NEW,TESTS_7DAYAVG,POS_CUM_CONF,POS_NEW_CONF,POS_7DAYAVG_CONF,POS_CUM_PROB,POS_NEW_PROB,POS_7DAYAVG_PROB,DTH_CUM_CONF,DTH_NEW_CONF,DTH_7DAYAVG_CONF,DTH_CONF_Daily,DTH_CUM_PROB,DTH_NEW_PROB,DTH_7DAYAVG_PROB,DTH_PROB_Daily,POS_MALE_CP,POS_FEM_CP,POS_OTH_CP,POS_0_9_CP,POS_10_19_CP,POS_20_29_CP,POS_30_39_CP,POS_40_49_CP,POS_50_59_CP,POS_60_69_CP,POS_70_79_CP,POS_80_89_CP,POS_90_CP,DTHS_FEM_CP,DTHS_MALE_CP,DTHS_OTH_CP,DTHS_0_9_CP,DTHS_10_19_CP,DTHS_20_29_CP,DTHS_30_39_CP,DTHS_40_49_CP,DTHS_50_59_CP,DTHS_60_69_CP,DTHS_70_79_CP,DTHS_80_89_CP,DTHS_90_CP,POS_AIAN_CP,POS_ASN_CP,POS_BLK_CP,POS_WHT_CP,POS_MLTOTH_CP,POS_UNK_CP,POS_E_HSP_CP,POS_E_NHSP_CP,POS_E_UNK_CP,DTH_AIAN_CP,DTH_ASN_CP,DTH_BLK_CP,DTH_WHT_CP,DTH_MLTOTH_CP,DTH_UNK_CP,DTH_E_HSP_CP,DTH_E_NHSP_CP,DTH_E_UNK_CP,POS_HC_Y_CP,POS_HC_N_CP,POS_HC_UNK_CP,HOSP_YES_CP,HOSP_NO_CP,HOSP_UNK_CP,Date,POP,POP_MOE,OBJECTID,GEO,ShapeSTArea,ShapeSTLength
2022/04/19 19:00:00+00,54479,54479,1006,0,0.14,12,0,0,0,0,,,,,1.86,7413,0,4.86,962,0,0.14,44,0,0,12,0,0,0,0,0,0,0,465,541,0,84,148,115,153,170,144,100,65,23,-999,-999,8,-999,-999,-999,-999,-999,-999,-999,-999,-999,7,-999,-999,-999,6,753,21,221,37,859,110,-999,-999,-999,11,-999,-999,-999,11,-999,32,212,762,69,930,7,2022/04/18 06:00:00+00,3977,257,467,ZCTA,411241763.648438,152989.59274027
2022/04/19 19:00:00+00,53011,53011,540,0,0.14,7,0,0,0,0,,,,,1.43,4422,1,5,478,0,0.14,62,0,0,6,0,0,0,1,0,0,0,250,289,1,17,63,64,79,69,110,81,35,21,-999,-999,5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,7,-999,499,15,16,21,447,72,-999,-999,-999,7,-999,-999,-999,6,-999,11,98,431,32,240,268,2022/04/18 06:00:00+00,2149,157,468,ZCTA,198772113.328125,98622.6837107558
2022/04/19 19:00:00+00,53012,53012,4434,1,1.43,33,0,0,0,0,,,,,6.71,46070,5,35.57,3986,1,1.43,448,0,0,32,0,0,0,1,0,0,0,2126,2284,24,455,628,507,557,619,710,546,243,118,51,17,16,-999,-999,-999,-999,-999,-999,-999,-999,-999,15,12,11,47,40,4150,117,69,87,4038,309,-999,-999,-999,31,-999,-999,-999,32,-999,102,1125,3207,146,1192,3096,2022/04/18 06:00:00+00,18335,475,469,ZCTA,172773859.589844,90118.244982115
2022/04/19 19:00:00+00,53046,53046,331,0,0.14,3,0,0,0,0,,,,,0.86,2587,0,2.29,301,0,0.14,30,0,0,3,0,0,0,0,0,0,0,156,173,2,25,42,30,38,48,69,50,19,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,13,-999,302,8,5,9,275,47,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,70,260,16,137,178,2022/04/18 06:00:00+00,1213,181,470,ZCTA,12074013.0195312,20423.8355551361
2022/04/19 19:00:00+00,53047,53047,6,0,0,0,0,0,0,0,,,,,0,15,0,0.14,5,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,6,0,2022/04/18 06:00:00+00,127,124,471,ZCTA,797190.859375,4205.03085771482
2022/04/19 19:00:00+00,53048,53048,966,0,0,19,0,0,0,0,,,,,2,9584,0,5.86,837,0,0,129,0,0,14,0,0,0,5,0,0,0,435,528,3,52,130,141,161,136,172,80,49,30,15,10,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,7,7,-999,7,16,882,21,38,44,816,106,-999,-999,-999,19,-999,-999,-999,18,-999,48,400,518,41,746,179,2022/04/18 06:00:00+00,3314,226,472,ZCTA,131089940.992188,89213.6691725422
2022/04/19 19:00:00+00,53049,53049,724,0,0.43,5,0,0,0,0,,,,,1.29,5950,0,4.43,686,0,0.43,38,0,0,5,0,0,0,0,0,0,0,340,382,2,56,80,75,118,108,125,103,45,11,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,685,15,19,21,650,53,-999,-999,-999,5,-999,-999,-999,5,-999,48,434,242,30,477,217,2022/04/18 06:00:00+00,2960,322,473,ZCTA,198586434.28125,104647.762389117
2022/04/19 19:00:00+00,53050,53050,2022,0,0.43,21,0,0.14,0,0,,,,,2.71,16205,2,7.86,1869,0,0.43,153,0,0,19,0,0.14,0,2,0,0,0,957,1062,3,127,237,266,301,302,312,285,121,55,14,6,15,-999,-999,-999,-999,-999,-999,-999,7,-999,5,-999,9,14,16,1827,77,79,111,1655,256,-999,-999,-999,21,-999,-999,-999,20,-999,76,766,1180,117,1499,406,2022/04/18 06:00:00+00,6744,195,474,ZCTA,349567552.671875,126185.124257033
2022/04/19 19:00:00+00,53051,53051,10041,6,4.43,121,0,0,0,0,,,,,13.29,78722,22,53.29,9026,5,4,1015,1,0.43,108,0,0,0,13,0,0,0,4719,5280,42,948,1228,1264,1620,1461,1392,1138,546,327,116,56,65,-999,-999,-999,-999,-999,-999,7,9,25,46,34,38,510,506,8445,232,310,294,8147,1600,-999,-999,5,112,-999,-999,-999,112,7,139,1862,8040,371,4723,4947,2022/04/18 06:00:00+00,37219,94,475,ZCTA,162264801.039062,68843.840496308
2022/04/19 19:00:00+00,53057,53057,518,0,0,1,0,0,0,0,,,,,0.71,6276,0,3.86,489,0,0,29,0,0,1,0,0,0,0,0,0,0,279,236,3,21,106,59,70,72,72,72,25,18,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,26,-999,463,11,15,22,459,37,-999,-999,-999,-999,-999,-999,-999,-999,-999,24,293,201,16,308,194,2022/04/18 06:00:00+00,1515,141,476,ZCTA,166077670.125,85587.2012643617
2022/04/19 19:00:00+00,53114,53114,619,0,0,7,0,0,0,0,,,,,0.86,3963,3,3.43,445,0,0,174,0,0,6,0,0,0,1,0,0,0,290,321,8,33,87,105,96,92,98,71,24,11,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,478,46,87,113,442,64,-999,-999,-999,6,-999,-999,-999,7,-999,14,114,491,24,224,371,2022/04/18 06:00:00+00,2901,322,477,ZCTA,166737292.890625,89275.4564462651
2022/04/19 19:00:00+00,53115,53115,4108,3,1.57,46,0,0,0,0,,,,,7,29634,10,26,2821,1,1.14,1287,2,0.43,37,0,0,0,9,0,0,0,1907,2176,25,265,537,635,626,599,545,483,238,126,54,18,28,-999,-999,-999,-999,-999,-999,5,6,9,18,7,29,31,66,3324,229,429,1039,2777,292,-999,-999,-999,46,-999,-999,6,40,-999,68,756,3284,182,1342,2584,2022/04/18 06:00:00+00,15998,428,478,ZCTA,358293297.660156,140513.952775298
2022/04/19 19:00:00+00,53118,53118,1738,1,0.71,14,0,0,0,0,,,,,2.43,15894,3,9.29,1498,1,0.43,240,0,0.29,14,0,0,0,0,0,0,0,826,899,13,131,267,210,227,225,281,235,100,44,18,6,8,-999,-999,-999,-999,-999,-999,-999,-999,5,5,-999,7,10,18,1618,37,48,63,1532,143,-999,-999,-999,14,-999,-999,-999,14,-999,40,369,1329,73,672,993,2022/04/18 06:00:00+00,7112,293,479,ZCTA,186875100.058594,95244.5271990402
2022/04/19 19:00:00+00,53119,53119,1580,1,0.43,11,0,0,0,0,,,,,1.43,10271,1,4.71,1280,1,0.29,300,0,0.14,9,0,0,0,2,0,0,0,748,825,7,113,239,179,216,240,278,206,76,22,11,-999,8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,14,15,1484,19,44,48,1391,141,-999,-999,-999,11,-999,-999,-999,10,-999,28,253,1299,80,636,864,2022/04/18 06:00:00+00,5895,242,480,ZCTA,190638280.589844,85163.9927836207
2022/04/19 19:00:00+00,53120,53120,2498,0,0.57,16,0,0,0,0,,,,,2.71,18316,3,13.43,1938,0,0.57,560,0,0,13,0,0,0,3,0,0,0,1134,1356,8,159,293,409,373,374,380,273,158,57,22,9,7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,7,8,25,2292,52,114,90,2169,239,-999,-999,-999,16,-999,-999,-999,15,-999,56,518,1924,126,817,1555,2022/04/18 06:00:00+00,9485,342,481,ZCTA,288286743.628906,135660.047124984
2022/04/19 19:00:00+00,53121,53121,4707,1,1.43,49,1,0.14,0,0,,,,,7.14,36610,14,30.86,3303,1,1,1404,0,0.43,39,0,0,0,10,1,0.14,0,2196,2485,26,363,704,641,748,693,721,435,230,116,55,23,26,-999,-999,-999,-999,-999,-999,-999,10,17,10,9,20,26,31,4115,150,365,456,3788,463,-999,-999,-999,47,-999,-999,-999,46,-999,91,882,3734,179,1452,3076,2022/04/18 06:00:00+00,18949,434,482,ZCTA,563590073.535156,147623.45405569
2022/04/19 19:00:00+00,53122,53122,1760,0,1.29,21,0,0,0,0,,,,,2.29,18296,0,12,1522,0,0.43,238,0,0.86,17,0,0,0,4,0,0,0,816,930,14,203,289,176,174,261,238,175,104,84,56,15,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,13,5,73,19,1536,47,80,63,1458,239,-999,-999,-999,16,-999,-999,-999,18,-999,27,320,1413,45,755,960,2022/04/18 06:00:00+00,6153,28,483,ZCTA,15945648.3476562,17632.713653537
2022/04/19 19:00:00+00,53189,53189,7104,1,2.43,50,0,0,0,0,,,,,7.57,46701,3,29.43,5712,1,1.71,1392,0,0.71,45,0,0,0,5,0,0,0,3323,3742,39,610,941,932,1157,1106,1055,820,374,82,26,16,34,-999,-999,-999,-999,-999,-999,-999,10,14,13,11,19,134,222,6001,277,451,730,5782,592,-999,-999,-999,46,-999,-999,5,43,-999,110,1126,5868,299,2665,4140,2022/04/18 06:00:00+00,26762,913,484,ZCTA,234162710.265625,106914.664228393
2022/04/19 19:00:00+00,53190,53190,5000,4,2.57,65,0,0,0,0,,,,,5.29,34951,6,24.29,3359,1,1.57,1641,3,1,53,0,0,0,12,0,0,0,2523,2450,27,186,841,1983,500,471,398,316,155,82,68,35,30,-999,-999,-999,-999,-999,-999,-999,-999,18,16,24,33,69,169,4028,381,320,765,3695,540,-999,-999,-999,60,-999,-999,-999,61,-999,85,946,3969,143,1733,3124,2022/04/18 06:00:00+00,19241,249,485,ZCTA,656326374.75,142128.974785628
2022/04/19 19:00:00+00,53191,53191,760,0,0.29,6,0,0,0,0,,,,,1,6994,0,3.57,573,0,0.29,187,0,0,5,0,0,0,1,0,0,0,346,413,1,61,118,84,85,99,110,97,73,26,6,-999,5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,683,19,50,41,659,60,-999,-999,-999,6,-999,-999,-999,6,-999,13,138,609,22,279,459,2022/04/18 06:00:00+00,2850,153,486,ZCTA,22568897.40625,27598.1064313101
2022/04/19 19:00:00+00,53192,53192,53,0,0,2,0,0,0,0,,,,,0.29,423,0,0.71,47,0,0,6,0,0,2,0,0,0,0,0,0,0,19,34,0,-999,-999,-999,9,7,13,8,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,41,-999,11,-999,39,14,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,17,35,4,19,30,2022/04/18 06:00:00+00,0,9,487,ZCTA,5148807.4140625,16603.5438001038
2022/04/19 19:00:00+00,53195,53195,8,0,0,0,0,0,0,0,,,,,0,293,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,2,6,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,8,-999,-999,-999,7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,1,4,3,2022/04/18 06:00:00+00,154,52,488,ZCTA,1549924.421875,5743.59025449048
2022/04/19 19:00:00+00,53202,53202,7072,8,6.29,43,0,0,0,0,,,,,6.29,78520,6,35.86,5870,8,4.86,1202,0,1.43,41,0,0,0,2,0,0,0,3466,3571,35,81,195,3841,1339,448,466,322,211,118,51,25,18,-999,-999,-999,-999,-999,-999,-999,5,12,14,10,32,270,616,5516,394,244,547,6084,441,-999,-999,7,34,-999,-999,-999,40,-999,201,1238,5633,182,3156,3734,2022/04/18 06:00:00+00,24921,728,489,ZCTA,10407187.9375,20784.295273013
2022/04/19 19:00:00+00,53203,53203,610,0,0,0,0,0,0,0,,,,,1,5573,0,3,546,0,0,64,0,0,0,0,0,0,0,0,0,0,320,285,5,12,10,388,94,42,34,19,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,27,91,426,35,25,47,509,54,-999,-999,-999,-999,-999,-999,-999,-999,-999,12,128,470,6,291,313,2022/04/18 06:00:00+00,1726,204,490,ZCTA,2289240.31640625,10339.7316533444
2022/04/19 19:00:00+00,54154,54154,1661,0,0.43,26,0,0,0,0,,,,,1.43,14009,1,5.71,1407,0,0.43,254,0,0,19,0,0,0,7,0,0,0,749,911,1,139,162,223,259,226,260,196,99,69,28,14,12,-999,-999,-999,-999,-999,-999,-999,5,7,5,6,32,5,7,1532,46,39,32,1546,83,-999,-999,-999,25,-999,-999,-999,25,-999,107,997,557,78,1386,197,2022/04/18 06:00:00+00,5656,213,491,ZCTA,434524186.785156,203760.537346619
2022/04/19 19:00:00+00,54155,54155,2713,2,1.43,21,0,0,0,0,,,,,2.43,21864,3,11.57,2279,2,1.43,434,0,0,11,0,0,0,10,0,0,0,1313,1395,5,268,356,463,443,358,365,249,125,58,28,11,10,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,5,841,43,49,1650,90,40,127,2421,165,6,-999,-999,12,-999,-999,-999,19,-999,57,857,1799,104,1782,827,2022/04/18 06:00:00+00,7369,649,492,ZCTA,175407887.664062,94673.6194636356
2022/04/19 19:00:00+00,54156,54156,344,0,0,2,0,0,0,0,,,,,0.14,1849,0,0.71,225,0,0,119,0,0,2,0,0,0,0,0,0,0,177,167,0,19,52,26,42,40,65,62,20,15,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,321,-999,16,6,309,29,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,69,271,15,220,109,2022/04/18 06:00:00+00,1616,200,493,ZCTA,731943681.070312,284763.065353252
2022/04/19 19:00:00+00,54157,54157,1809,0,0.29,34,0,0,0,0,,,,,2.71,30376,2,13.86,1531,0,0.29,278,0,0,32,0,0,0,2,0,0,0,815,986,8,137,263,260,261,272,239,173,99,71,32,16,18,-999,-999,-999,-999,-999,-999,-999,-999,9,10,7,5,8,6,1717,40,33,35,1683,91,-999,-999,-999,34,-999,-999,-999,34,-999,53,329,1427,82,1012,715,2022/04/18 06:00:00+00,5843,343,494,ZCTA,468292610.324219,166704.65239012
2022/04/19 19:00:00+00,54159,54159,304,0,0,2,0,0,0,0,,,,,0.43,2621,0,1,256,0,0,48,0,0,1,0,0,0,1,0,0,0,156,148,0,18,24,31,38,46,59,49,28,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,295,-999,-999,-999,284,16,-999,-999,-999,-999,-999,-999,-999,-999,-999,10,65,229,15,178,111,2022/04/18 06:00:00+00,1150,164,495,ZCTA,330064297.9375,125857.84888997
2022/04/19 19:00:00+00,54160,54160,59,0,0,0,0,0,0,0,,,,,0,339,0,0,54,0,0,5,0,0,0,0,0,0,0,0,0,0,25,34,0,-999,5,11,6,8,12,7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,57,-999,-999,-999,50,8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,43,13,2,38,19,2022/04/18 06:00:00+00,327,59,496,ZCTA,2318546.2421875,8816.15557108377
2022/04/19 19:00:00+00,54161,54161,758,0,0.29,3,0,0,0,0,,,,,0.86,5242,0,3.71,658,0,0.14,100,0,0.14,2,0,0,0,1,0,0,0,365,392,1,51,94,86,106,101,128,97,69,21,5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,8,-999,-999,713,21,12,25,703,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,24,291,443,41,537,180,2022/04/18 06:00:00+00,2792,238,497,ZCTA,667968548.019531,201755.278752707
2022/04/19 19:00:00+00,54666,54666,597,1,0.57,4,0,0,0,0,,,,,1.71,5925,6,5.14,569,1,0.29,28,0,0.29,4,0,0,0,0,0,0,0,255,339,3,56,82,77,96,92,89,69,28,5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,15,-999,8,552,12,8,10,554,33,-999,-999,-999,-999,-999,-999,-999,-999,-999,39,278,280,16,329,252,2022/04/18 06:00:00+00,2786,199,498,ZCTA,1201872463.37891,282418.417489735
2022/04/19 19:00:00+00,54667,54667,1027,1,0.29,10,0,0,0,0,,,,,1.71,12325,1,15.57,1003,1,0.29,24,0,0,10,0,0,0,0,0,0,0,463,562,2,115,196,115,152,152,110,98,58,22,8,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5,5,992,12,10,11,977,39,-999,-999,-999,9,-999,-999,-999,9,-999,62,481,484,45,667,315,2022/04/18 06:00:00+00,4818,325,499,ZCTA,432833034.765625,177265.93792623
2022/04/19 19:00:00+00,54669,54669,2284,1,1.29,22,0,0,0,0,,,,,2.71,25151,6,11.43,2159,1,1.14,125,0,0.14,22,0,0,0,0,0,0,0,1072,1208,4,200,350,285,362,343,347,204,112,52,28,11,11,-999,-999,-999,-999,-999,-999,-999,-999,-999,13,-999,12,26,21,2155,37,33,45,2139,100,-999,-999,-999,22,-999,-999,-999,22,-999,107,973,1204,66,1125,1093,2022/04/18 06:00:00+00,7905,108,500,ZCTA,260109822.441406,105662.506301777
2022/04/19 19:00:00+00,54670,54670,336,1,0.14,3,0,0,0,0,,,,,0.43,2458,1,1.14,307,1,0.14,29,0,0,3,0,0,0,0,0,0,0,149,187,0,23,46,45,54,42,55,42,18,10,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,316,10,5,20,304,12,-999,-999,-999,-999,-999,-999,-999,-999,-999,16,168,152,15,192,129,2022/04/18 06:00:00+00,1724,240,501,ZCTA,268894342.167969,111631.964209185
2022/04/19 19:00:00+00,54701,54701,11125,23,7.29,44,0,0,0,0,,,,,16.71,99670,21,59.29,10169,8,4.57,956,15,2.71,42,0,0,0,2,0,0,0,5275,5839,11,913,1923,2587,1782,1263,1085,803,500,195,70,14,30,-999,-999,-999,-999,-999,-999,-999,10,10,10,6,44,517,237,9533,405,389,408,10237,480,-999,-999,-999,35,-999,-999,-999,43,-999,527,5542,5056,229,9420,1476,2022/04/18 06:00:00+00,40874,904,502,ZCTA,446742025.710938,162709.637200306
2022/04/19 19:00:00+00,54703,54703,13315,6,7.86,79,0,0,0,0,,,,,20,109606,33,70.71,12256,4,6.86,1059,2,1,74,0,0,0,5,0,0,0,6404,6896,15,1120,1716,3572,2293,1604,1334,940,481,182,71,34,45,-999,-999,-999,-999,-999,-999,-999,10,22,22,17,67,751,249,11377,405,466,356,12389,570,-999,-999,-999,73,-999,-999,-999,78,-999,691,6875,5749,322,11254,1739,2022/04/18 06:00:00+00,43622,901,503,ZCTA,427739702.140625,173127.507516055
2022/04/19 19:00:00+00,54720,54720,2533,0,0.86,35,0,0,0,0,,,,,5.14,24066,4,18.86,2311,0,0.71,222,0,0.14,30,0,0,0,5,0,0,0,1174,1356,3,247,314,408,455,342,271,221,140,94,40,22,13,-999,-999,-999,-999,-999,-999,-999,-999,-999,18,9,5,47,54,2272,82,73,75,2368,90,-999,-999,-999,32,-999,-999,-999,34,-999,126,1211,1196,67,2151,315,2022/04/18 06:00:00+00,7743,156,504,ZCTA,27837506.0273438,36567.4402369742
2022/04/19 19:00:00+00,54761,54761,326,0,0,8,0,0,0,0,,,,,0.43,3295,0,1.43,295,0,0,31,0,0,5,0,0,0,3,0,0,0,150,176,0,18,45,30,44,41,43,35,28,32,10,-999,5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5,-999,-999,-999,312,7,5,11,307,8,-999,-999,-999,8,-999,-999,-999,8,-999,24,153,149,16,250,60,2022/04/18 06:00:00+00,1146,127,505,ZCTA,210583126.359375,97329.9380798779
2022/04/19 19:00:00+00,54762,54762,353,0,0,5,0,0,0,0,,,,,0.57,2848,0,1,330,0,0,23,0,0,5,0,0,0,0,0,0,0,155,198,0,24,44,37,61,36,57,44,25,18,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,325,5,18,8,328,17,-999,-999,-999,5,-999,-999,-999,-999,-999,23,177,153,14,233,106,2022/04/18 06:00:00+00,1269,135,506,ZCTA,258590652.308594,106920.993146561
2022/04/19 19:00:00+00,54763,54763,284,0,0,5,0,0,0,0,,,,,0.29,2254,2,2,264,0,0,20,0,0,5,0,0,0,0,0,0,0,136,147,1,16,42,39,29,37,45,40,25,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,266,-999,16,-999,264,17,-999,-999,-999,5,-999,-999,-999,5,-999,12,149,123,23,163,98,2022/04/18 06:00:00+00,1128,125,507,ZCTA,289581247.941406,138550.13690979
2022/04/19 19:00:00+00,54765,54765,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,0,2022/04/18 06:00:00+00,9,8,508,ZCTA,59889.09765625,1221.78429465115
2022/04/19 19:00:00+00,54766,54766,240,0,0,5,0,0,0,0,,,,,0.29,1756,2,1,231,0,0,9,0,0,4,0,0,0,1,0,0,0,108,132,0,17,27,37,30,32,44,21,24,7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,193,-999,45,6,215,19,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,117,117,17,125,98,2022/04/18 06:00:00+00,1801,154,509,ZCTA,691401825.132812,221093.789469149
2022/04/19 19:00:00+00,54767,54767,851,0,0.14,2,0,0,0,0,,,,,1.29,7008,0,4,705,0,0.14,146,0,0,1,0,0,0,1,0,0,0,412,438,1,81,167,102,121,128,125,79,33,9,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10,-999,796,17,24,18,751,82,-999,-999,-999,-999,-999,-999,-999,-999,-999,45,403,403,17,570,264,2022/04/18 06:00:00+00,3604,228,510,ZCTA,435335135.4375,150234.98135812
2022/04/19 19:00:00+00,54768,54768,1777,0,0.43,19,0,0,0,0,,,,,1.43,17392,3,6,1650,0,0.29,127,0,0.14,19,0,0,0,0,0,0,0,1096,648,33,86,165,241,367,356,237,181,96,38,10,7,12,-999,-999,-999,-999,-999,-999,-999,-999,6,6,-999,26,19,179,1375,46,132,60,1417,300,-999,-999,-999,16,-999,-999,-999,16,-999,63,583,1131,83,926,768,2022/04/18 06:00:00+00,6150,202,511,ZCTA,657178568.019531,208819.851362013
2022/04/19 19:00:00+00,54846,54846,88,0,0.14,0,0,0,0,0,,,,,0,719,0,0.71,64,0,0.14,24,0,0,0,0,0,0,0,0,0,0,41,47,0,10,23,-999,8,18,9,9,7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,79,-999,-999,-999,72,15,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,38,48,4,24,60,2022/04/18 06:00:00+00,496,64,512,ZCTA,170531262.75,101960.684686222
2022/04/19 19:00:00+00,54847,54847,535,0,0,7,0,0,0,0,,,,,0.57,5304,0,3.43,387,0,0,148,0,0,2,0,0,0,5,0,0,0,261,274,0,30,80,59,58,73,99,77,45,10,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,8,-999,-999,475,14,35,6,459,70,-999,-999,-999,6,-999,-999,-999,6,-999,30,313,192,25,459,51,2022/04/18 06:00:00+00,2083,167,513,ZCTA,941107026.503906,223789.103772528
2022/04/19 19:00:00+00,54848,54848,1417,0,0.14,25,0,0,0,0,,,,,2.57,15019,4,7,1343,0,0.14,74,0,0,25,0,0,0,0,0,0,0,655,761,1,105,183,177,194,198,213,155,102,65,25,16,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,10,-999,6,8,1034,23,343,34,1204,179,-999,-999,-999,20,-999,5,-999,24,-999,82,763,572,73,826,518,2022/04/18 06:00:00+00,5764,186,514,ZCTA,1010855082.96094,238504.0668254
2022/04/19 19:00:00+00,54849,54849,547,0,0.71,2,0,0,0,0,,,,,0.43,4366,0,3.29,401,0,0.71,146,0,0,2,0,0,0,0,0,0,0,263,283,1,57,65,44,80,90,84,82,25,18,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,495,20,26,10,468,69,-999,-999,-999,-999,-999,-999,-999,-999,-999,25,157,365,13,361,173,2022/04/18 06:00:00+00,1732,158,515,ZCTA,513781007.554688,152394.755112447
2022/04/19 19:00:00+00,54850,54850,27,0,0,0,0,0,0,0,,,,,0,422,0,1,11,0,0,16,0,0,0,0,0,0,0,0,0,0,10,16,1,-999,5,-999,-999,-999,-999,-999,5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,16,-999,5,-999,17,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,12,15,0,7,20,2022/04/18 06:00:00+00,237,61,516,ZCTA,433638430.820312,363032.406010516
2022/04/19 19:00:00+00,54853,54853,1111,2,0.86,11,0,0,0,0,,,,,1.14,10934,0,10.71,1080,1,0.71,31,1,0.14,9,0,0,0,2,0,0,0,527,577,7,87,148,125,159,156,185,144,74,26,7,7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,74,-999,-999,960,30,40,17,965,129,-999,-999,-999,11,-999,-999,-999,11,-999,40,481,590,50,600,461,2022/04/18 06:00:00+00,4112,195,517,ZCTA,533724332.027344,208037.062953926
